year,party,speaker,word_count,i_count,we_count,num_speeches,i_rate,we_rate,collective_gap
2016,Democratic,G.K. Butterfield,167,1,3,1,5.99,17.96,11.97
2016,Democratic,Gabrielle Giffords,100,5,1,1,50.0,10.0,-40.0
2016,Democratic,Gavin Newsom,555,5,14,1,9.01,25.23,16.22
2016,Democratic,Gen. John Allen,741,8,22,1,10.8,29.69,18.89
2016,Democratic,Gene Karpinski,415,3,9,1,7.23,21.69,14.46
2016,Democratic,Geneva Reed-veal,267,4,5,1,14.98,18.73,3.75
2016,Democratic,Grace Meng,156,3,4,1,19.23,25.64,6.41
2016,Democratic,Gregory Meeks,169,4,1,1,23.67,5.92,-17.75
2016,Democratic,Gwen Moore,424,11,9,1,25.94,21.23,-4.71
2016,Democratic,Hakeem Jeffries,186,1,3,1,5.38,16.13,10.75
2016,Democratic,Harry Reid,646,13,11,1,20.12,17.03,-3.09
2016,Democratic,Henrietta Ivey,257,18,3,1,70.04,11.67,-58.37
2016,Democratic,Hillary Clinton,5248,80,115,1,15.24,21.91,6.67
2016,Democratic,Howard Dean M.d.,664,3,12,1,4.52,18.07,13.55
2016,Democratic,Ilyse Hogue,513,7,14,1,13.65,27.29,13.64
2016,Democratic,Ima Matul,250,16,1,1,64.0,4.0,-60.0
2016,Democratic,Jaime Harrison,410,3,9,1,7.32,21.95,14.63
2016,Democratic,Jake Reed,121,5,9,1,41.32,74.38,33.06
2016,Democratic,James Clyburn,561,2,12,1,3.57,21.39,17.82
2016,Democratic,Jamie Dorff,320,15,0,1,46.88,0.0,-46.88
2016,Democratic,Jan Schakowsky,157,1,1,1,6.37,6.37,0.0
2016,Democratic,Jarron Collins,195,4,1,1,20.51,5.13,-15.38
2016,Democratic,Jason Collins,236,8,1,1,33.9,4.24,-29.66
2016,Democratic,Jason J. Carter,240,2,1,1,8.33,4.17,-4.16
2016,Democratic,Jeanne Shaheen,657,4,6,2,6.09,9.13,3.04
2016,Democratic,Jeff Grubbe,41,2,1,1,48.78,24.39,-24.39
2016,Democratic,Jeff Merkley,616,8,14,1,12.99,22.73,9.74
2016,Democratic,Jelani Freeman,272,8,0,1,29.41,0.0,-29.41
2016,Democratic,Jennifer Granholm,647,11,22,1,17.0,34.0,17.0
2016,Democratic,Jennifer Loudon,217,4,0,1,18.43,0.0,-18.43
2016,Democratic,Jennifer Pierotti,298,10,2,1,33.56,6.71,-26.85
2016,Democratic,Jensen Walcott,141,8,5,1,56.74,35.46,-21.28
2016,Democratic,Jerry Brown Jr.,543,5,9,1,9.21,16.57,7.36
2016,Democratic,Jesse Jackson,398,2,14,1,5.03,35.18,30.15
2016,Democratic,Jesse Lipson,430,15,4,1,34.88,9.3,-25.58
2016,Democratic,Jill Biden,250,4,3,1,16.0,12.0,-4.0
2016,Democratic,Jim Kenney,369,3,8,1,8.13,21.68,13.55
2016,Democratic,Jimmy Carter,294,5,6,1,17.01,20.41,3.4
2016,Democratic,Joaquin Castro,614,6,3,1,9.77,4.89,-4.88
2016,Democratic,Joe Biden,1712,47,40,1,27.45,23.36,-4.09
2016,Democratic,Joe Crowley,675,12,3,1,17.78,4.44,-13.34
2016,Democratic,Joe Sweeney,284,6,4,1,21.13,14.08,-7.05
2016,Democratic,John D. Hutson,731,8,11,1,10.94,15.05,4.11
2016,Democratic,John Hickenlooper,638,11,9,1,17.24,14.11,-3.13
2016,Democratic,John Lewis,366,4,9,1,10.93,24.59,13.66
2016,Democratic,John Podesta,316,5,3,1,15.82,9.49,-6.33
2016,Democratic,Joseph Kennedy III,315,4,1,1,12.7,3.17,-9.53
2016,Democratic,Joyce Beatty,342,10,4,1,29.24,11.7,-17.54
2016,Democratic,Judy Chu,579,4,14,1,6.91,24.18,17.27
2016,Democratic,Kaiser Khan,362,3,9,1,8.29,24.86,16.57
2016,Democratic,Kareem Abdul Jabbar,230,8,1,1,34.78,4.35,-30.43
2016,Democratic,Karen Bass,156,2,4,1,12.82,25.64,12.82
2016,Democratic,Karen Williams Weaver,337,7,2,1,20.77,5.93,-14.84
2016,Democratic,Karla Ortiz,233,17,0,1,72.96,0.0,-72.96
2016,Democratic,Kasim Reed,565,10,19,1,17.7,33.63,15.93
2016,Democratic,Kate Burdick,104,2,0,1,19.23,0.0,-19.23
2016,Democratic,Katherine M. Clark,185,1,4,1,5.41,21.62,16.21
2016,Democratic,Katie Mcginty,618,4,24,1,6.47,38.83,32.36
2016,Democratic,Katy Perry,235,14,0,1,59.57,0.0,-59.57
2016,Democratic,Keith Ellison,328,2,14,1,6.1,42.68,36.58
2016,Democratic,Kevin De Leon,317,5,12,1,15.77,37.85,22.08
2016,Democratic,Kilili Sablan,38,2,0,1,52.63,0.0,-52.63
2016,Democratic,Kirsten Gillibrand,111,3,0,1,27.03,0.0,-27.03
2016,Democratic,Kirsten Kavanaugh,333,7,6,1,21.02,18.02,-3.0
2016,Democratic,Kristen Gillibrand,573,3,9,1,5.24,15.71,10.47
2016,Democratic,Lauren Manning,376,21,0,1,55.85,0.0,-55.85
2016,Democratic,Leah Daughtry,384,0,19,1,0.0,49.48,49.48
2016,Democratic,Lee Daniels,317,12,2,1,37.85,6.31,-31.54
2016,Democratic,Lee Saunders,210,6,4,1,28.57,19.05,-9.52
2016,Democratic,Lena Dunham,145,2,2,1,13.79,13.79,0.0
2016,Democratic,Lena Dunham & America Ferrera,264,4,8,1,15.15,30.3,15.15
2016,Democratic,Leon E. Panetta,852,8,11,1,9.39,12.91,3.52
2016,Democratic,Lily Eskelsen Garcia,275,5,2,1,18.18,7.27,-10.91
2016,Democratic,Linda Sanchez,745,10,18,1,13.42,24.16,10.74
2016,Democratic,Lois J. Frankel,120,2,6,1,16.67,50.0,33.33
2016,Democratic,Lorella Praeli,284,9,0,1,31.69,0.0,-31.69
2016,Democratic,Lucia Mcbath,333,4,6,1,12.01,18.02,6.01
2016,Democratic,Luis Gutierrez,720,5,15,1,6.94,20.83,13.89
2016,Democratic,Luke Feeney,353,5,3,1,14.16,8.5,-5.66
2016,Democratic,Madeleine Bordallo,50,2,1,1,40.0,20.0,-20.0
2016,Democratic,Madeleine K. Albright,663,16,15,1,24.13,22.62,-1.51
2016,Democratic,Maria Cantwell,116,2,2,1,17.24,17.24,0.0
2016,Democratic,Mark A. Takano,56,2,0,1,35.71,0.0,-35.71
2016,Democratic,Mark Dayton,426,5,8,1,11.74,18.78,7.04
2016,Democratic,Mark E. Kelly,400,9,8,1,22.5,20.0,-2.5
2016,Democratic,Marlon Marshall,685,4,14,1,5.84,20.44,14.6
2016,Democratic,Martin O'Malley,608,10,7,1,16.45,11.51,-4.94
2016,Democratic,Marty Walsh,420,16,4,1,38.1,9.52,-28.58
2016,Democratic,Mary Kay Henry,254,5,6,1,19.69,23.62,3.93
2016,Democratic,Mary Steenburgen & Ted Danson,255,9,1,1,35.29,3.92,-31.37
2016,Democratic,Maxine Waters,407,8,10,1,19.66,24.57,4.91
2016,Democratic,Mazie Hirono,191,9,2,2,47.12,10.47,-36.65
2016,Democratic,Meryl Streep,316,1,2,1,3.16,6.33,3.17
2016,Democratic,"Michael ""mike"" E. Duggan",554,9,3,1,16.25,5.42,-10.83
2016,Democratic,Michael A. Nutter,387,11,4,1,28.42,10.34,-18.08
2016,Democratic,Michael R. Bloomberg,1404,37,20,1,26.35,14.25,-12.1
2016,Democratic,Michelle Lujan Grisham,368,11,10,1,29.89,27.17,-2.72
2016,Democratic,Michelle Obama,1575,32,37,1,20.32,23.49,3.17
2016,Democratic,Na'ilah Amaru,372,16,3,1,43.01,8.06,-34.95
2016,Democratic,Nancy Pelosi,1168,2,20,2,1.71,17.12,15.41
2016,Democratic,Neera Tanden,382,12,6,1,31.41,15.71,-15.7
2016,Democratic,Nita Lowey,402,4,2,1,9.95,4.98,-4.97
2016,Democratic,Nydia M. Velázquez,144,2,0,1,13.89,0.0,-13.89
2016,Democratic,Pamela Livengood,362,6,5,1,16.57,13.81,-2.76
2016,Democratic,Park Cannon,56,6,1,1,107.14,17.86,-89.28
2016,Democratic,Pat Spearman,444,9,11,1,20.27,24.77,4.5
2016,Democratic,Patty Murray,134,0,3,1,0.0,22.39,22.39
2016,Democratic,Paul Booth,541,3,12,1,5.55,22.18,16.63
2016,Democratic,Paul Feeney,394,5,11,1,12.69,27.92,15.23
2016,Democratic,Peggy Flanagan,369,8,3,1,21.68,8.13,-13.55
2016,Democratic,Polly Sheppard,107,1,5,1,9.35,46.73,37.38
2016,Democratic,Randi Weingarten,289,2,3,1,6.92,10.38,3.46
2016,Democratic,Raul Grijalva,325,7,4,1,21.54,12.31,-9.23
2016,Democratic,Raumesh Akbari,415,1,10,1,2.41,24.1,21.69
2016,Democratic,Richard Trumka,242,3,5,1,12.4,20.66,8.26
2016,Democratic,Robert Brady,333,4,7,1,12.01,21.02,9.01
2016,Democratic,Robert Rodriguez,118,4,4,1,33.9,33.9,0.0
2016,Democratic,Ruben Gallego,423,6,7,1,14.18,16.55,2.37
2016,Democratic,Ruben Kihuen,398,3,10,1,7.54,25.13,17.59
2016,Democratic,Ryan Moore,335,14,1,1,41.79,2.99,-38.8
2016,Democratic,Sarah Lupe Valdez,489,13,7,1,26.58,14.31,-12.27
2016,Democratic,Sarah Mcbride,398,15,4,1,37.69,10.05,-27.64
2016,Democratic,Sarah Silverman,424,12,6,1,28.3,14.15,-14.15
2016,Democratic,Sean Mcgarvey,255,2,8,1,7.84,31.37,23.53
2016,Democratic,Sean Patrick,474,14,10,1,29.54,21.1,-8.44
2016,Democratic,Sharon Belkofer,438,20,1,1,45.66,2.28,-43.38
2016,Democratic,Sheila Jackson Lee,382,6,14,1,15.71,36.65,20.94
2016,Democratic,Sherrod Brown,939,12,8,1,12.78,8.52,-4.26
2016,Democratic,Shirley Franklin,222,5,9,1,22.52,40.54,18.02
2016,Democratic,Shyla Nelson,245,6,15,1,24.49,61.22,36.73
2016,Democratic,Sigourney Weaver,287,2,9,1,6.97,31.36,24.39
2016,Democratic,Stacey Abrams,367,5,13,1,13.62,35.42,21.8
2016,Democratic,Star Jones,202,8,5,1,39.6,24.75,-14.85
2016,Democratic,Steny Hoyer,482,4,12,1,8.3,24.9,16.6
2016,Democratic,Stephanie Murphy,109,3,2,1,27.52,18.35,-9.17
2016,Democratic,Stephanie Schriock,420,1,6,1,2.38,14.29,11.91
2016,Democratic,Steve Benjamin,350,14,3,1,40.0,8.57,-31.43
2016,Democratic,Suzan Delbene,136,3,2,1,22.06,14.71,-7.35
2016,Democratic,Sybrina Fulton,234,8,3,1,34.19,12.82,-21.37
2016,Democratic,Tammy Baldwin,135,6,0,1,44.44,0.0,-44.44
2016,Democratic,Tammy Duckworth,546,18,11,1,32.97,20.15,-12.82
2016,Democratic,Ted Deutch,418,5,4,1,11.96,9.57,-2.39
2016,Democratic,Ted Lieu,312,10,2,2,32.05,6.41,-25.64
2016,Democratic,Terry McAuliffe,758,15,17,1,19.79,22.43,2.64
2016,Democratic,Thaddeus Desmond,137,3,0,1,21.9,0.0,-21.9
2016,Democratic,The Reverend Dr William Barber II,964,19,38,1,19.71,39.42,19.71
2016,Democratic,Tim Kaine,2305,39,23,1,16.92,9.98,-6.94
2016,Democratic,Tim Ryan,796,6,16,1,7.54,20.1,12.56
2016,Democratic,Tina Kotek,315,7,9,1,22.22,28.57,6.35
2016,Democratic,Tom Harkin,481,5,12,1,10.4,24.95,14.55
2016,Democratic,Tom Wolf,636,7,21,1,11.01,33.02,22.01
2016,Democratic,Tony Goldwyn,211,4,5,1,18.96,23.7,4.74
2016,Democratic,Tulsi Gabbard,395,4,1,1,10.13,2.53,-7.6
2016,Democratic,Val Demings,179,4,1,1,22.35,5.59,-16.76
2016,Democratic,Wayne Walker,134,2,5,1,14.93,37.31,22.38
2016,Democratic,Wellington Webb,510,12,14,1,23.53,27.45,3.92
2016,Democratic,Xavier Becerra,914,12,12,1,13.13,13.13,0.0
2016,Democratic,Yvette Clarke,151,3,4,1,19.87,26.49,6.62
2016,Republican,Andy Wist,326,20,7,1,61.35,21.47,-39.88
2016,Republican,Antonio Sabato Jr.,391,12,8,1,30.69,20.46,-10.23
2016,Republican,Asa Hutchinson,473,4,8,1,8.46,16.91,8.45
2016,Republican,Ben Carson,426,2,7,1,4.69,16.43,11.74
2016,Republican,Brock Mealer,320,9,3,1,28.12,9.38,-18.74
2016,Republican,Callista Gingrich,270,1,9,1,3.7,33.33,29.63
2016,Republican,Chris Christie,1658,17,23,1,10.25,13.87,3.62
2016,Republican,Chris Collins,269,3,3,1,11.15,11.15,0.0
2016,Republican,Chris Cox,591,1,11,1,1.69,18.61,16.92
2016,Republican,Dan Sullivan,156,2,9,1,12.82,57.69,44.87
2016,Republican,Dana White,506,21,5,1,41.5,9.88,-31.62
2016,Republican,Darrell C. Scott,626,7,18,1,11.18,28.75,17.57
2016,Republican,Darryl Glenn,467,5,12,1,10.71,25.7,14.99
2016,Republican,David A. Clarke Jr.,727,8,6,1,11.0,8.25,-2.75
2016,Republican,Donald J. Trump,83,1,4,1,12.05,48.19,36.14
2016,Republican,Donald Trump,4397,73,61,1,16.6,13.87,-2.73
2016,Republican,"Donald Trump, Jr.",2240,24,38,1,10.71,16.96,6.25
2016,Republican,Eileen Collins,343,1,10,1,2.92,29.15,26.23
2016,Republican,Eric Trump,1637,25,6,1,15.27,3.67,-11.6
2016,Republican,Fran Tarkenton,708,22,5,1,31.07,7.06,-24.01
2016,Republican,Harold Hamm,463,6,5,1,12.96,10.8,-2.16
2016,Republican,Ivanka Trump,1819,23,9,1,12.64,4.95,-7.69
2016,Republican,Jamiel Shaw,333,5,4,1,15.02,12.01,-3.01
2016,Republican,Jason Beardsley,407,1,13,1,2.46,31.94,29.48
2016,Republican,Jeff Sessions,1124,6,16,2,5.34,14.23,8.89
2016,Republican,Jerry Falwell Jr.,680,9,4,1,13.24,5.88,-7.36
2016,Republican,John Tiegen & Mark Geist,2650,67,65,1,25.28,24.53,-0.75
2016,Republican,Joni Ernst,1286,16,12,1,12.44,9.33,-3.11
2016,Republican,Karen Vaughn,304,7,10,1,23.03,32.89,9.86
2016,Republican,Kerry Woolard,418,10,3,1,23.92,7.18,-16.74
2016,Republican,Kevin McCarthy,466,2,15,1,4.29,32.19,27.9
2016,Republican,Kimberlin Brown,1352,34,21,1,25.15,15.53,-9.62
2016,Republican,Laura Ingraham,785,6,14,1,7.64,17.83,10.19
2016,Republican,Leslie Rutledge,400,5,4,1,12.5,10.0,-2.5
2016,Republican,Lisa Shin,387,4,2,1,10.34,5.17,-5.17
2016,Republican,Lynne Patton,561,17,7,1,30.3,12.48,-17.82
2016,Republican,Marcus Luttrell,825,29,10,1,35.15,12.12,-23.03
2016,Republican,Mark Burns,532,7,12,1,13.16,22.56,9.4
2016,Republican,Marsha Blackburn,687,4,10,1,5.82,14.56,8.74
2016,Republican,Mary Ann Mendoza,225,1,1,1,4.44,4.44,0.0
2016,Republican,Mary Fallin,656,8,20,1,12.2,30.49,18.29
2016,Republican,Melania Trump,1280,27,11,1,21.09,8.59,-12.5
2016,Republican,Michael Mccaul,749,5,11,1,6.68,14.69,8.01
2016,Republican,Michael Mukasey,454,0,7,1,0.0,15.42,15.42
2016,Republican,Michael T. Flynn,1991,24,40,1,12.05,20.09,8.04
2016,Republican,Michelle Van Etten,587,24,10,1,40.89,17.04,-23.85
2016,Republican,Mike Pence,3003,48,41,1,15.98,13.65,-2.33
2016,Republican,Mitch McConnell,907,16,19,1,17.64,20.95,3.31
2016,Republican,Natalie Gulbis,477,22,2,1,46.12,4.19,-41.93
2016,Republican,Newt Gingrich,1772,9,37,1,5.08,20.88,15.8
2016,Republican,Pam Bondi,365,4,3,1,10.96,8.22,-2.74
2016,Republican,Patricia A. Smith,448,12,3,1,26.79,6.7,-20.09
2016,Republican,Paul Ryan,1684,15,35,2,8.91,20.78,11.87
2016,Republican,Paula White-cain,535,2,24,1,3.74,44.86,41.12
2016,Republican,Peter A. Thiel,639,12,10,1,18.78,15.65,-3.13
2016,Republican,Phil Ruffin,472,13,4,1,27.54,8.47,-19.07
2016,Republican,Ralph Alvarado,710,6,8,1,8.45,11.27,2.82
2016,Republican,Reince Priebus,1372,5,20,1,3.64,14.58,10.94
2016,Republican,Rick Perry,232,4,4,1,17.24,17.24,0.0
2016,Republican,Rick Scott,550,7,13,1,12.73,23.64,10.91
2016,Republican,Ron Johnson,518,3,7,1,5.79,13.51,7.72
2016,Republican,Rudy Giuliani,1373,17,21,1,12.38,15.29,2.91
2016,Republican,Ryan Zinke,665,17,8,1,25.56,12.03,-13.53
2016,Republican,Sabine Durden,295,4,3,1,13.56,10.17,-3.39
2016,Republican,Scott Baio,438,5,7,1,11.42,15.98,4.56
2016,Republican,Scott Walker,835,5,26,1,5.99,31.14,25.15
2016,Republican,Sean Duffy & Rachel Campos-Duffy,416,2,14,1,4.81,33.65,28.84
2016,Republican,Sharon Day,505,4,6,1,7.92,11.88,3.96
2016,Republican,Shelley Moore Capito,1646,18,17,1,10.94,10.33,-0.61
2016,Republican,Steven R. Bailey,462,8,9,1,17.32,19.48,2.16
2016,Republican,Ted Cruz,1453,12,27,1,8.26,18.58,10.32
2016,Republican,Tiffany Trump,741,25,0,1,33.74,0.0,-33.74
2016,Republican,Tom Barrack,1762,73,16,1,41.43,9.08,-32.35
2016,Republican,Tom Cotton,631,11,13,1,17.43,20.6,3.17
2016,Republican,Tony Perkins,393,4,8,1,10.18,20.36,10.18
2016,Republican,Willie Robertson,513,17,10,1,33.14,19.49,-13.65
2020,Democratic,Adamski,47,0,2,1,0.0,42.55,42.55
2020,Democratic,Ady Barkan,429,12,9,2,27.97,20.98,-6.99
2020,Democratic,Alan P.,21,2,0,2,95.24,0.0,-95.24
2020,Democratic,Aldo Martinez,92,2,6,1,21.74,65.22,43.48
2020,Democratic,Alex Padilla,164,1,1,1,6.1,6.1,0.0
2020,Democratic,Alexandria Ocasio-Cortez,195,1,0,1,5.13,0.0,-5.13
2020,Democratic,Alexandria Villaseñor,125,3,2,1,24.0,16.0,-8.0
2020,Democratic,Alicia Andrews,62,0,0,1,0.0,0.0,0.0
2020,Democratic,Aliitama Sotoa,31,0,1,1,0.0,32.26,32.26
2020,Democratic,Amanda Litman,294,12,2,1,40.82,6.8,-34.02
2020,Democratic,Amy Agbayani,91,2,3,1,21.98,32.97,10.99
2020,Democratic,Amy Klobuchar,858,20,17,3,23.31,19.81,-3.5
2020,Democratic,Andrew Adamski,149,2,6,1,13.42,40.27,26.85
2020,Democratic,Andrew Cuomo,786,8,35,1,10.18,44.53,34.35
2020,Democratic,Andrew Yang,519,9,12,1,17.34,23.12,5.78
2020,Democratic,Andrew Young,80,0,1,1,0.0,12.5,12.5
2020,Democratic,Angie Taylor,73,0,0,1,0.0,0.0,0.0
2020,Democratic,Annette,18,0,1,1,0.0,55.56,55.56
2020,Democratic,Anton G.,7,0,0,1,0.0,0.0,0.0
2020,Democratic,Archbishop Elpidophoros,125,1,6,1,8.0,48.0,40.0
2020,Democratic,Art Acevedo,64,1,4,1,15.62,62.5,46.88
2020,Democratic,Asbie,44,1,2,1,22.73,45.45,22.72
2020,Democratic,Ashley Biden,32,0,0,1,0.0,0.0,0.0
2020,Democratic,Ayesha Curry,290,3,7,1,10.34,24.14,13.8
2020,Democratic,Barack Obama,2779,30,33,2,10.8,11.87,1.07
2020,Democratic,Barbara Lee,45,0,0,1,0.0,0.0,0.0
2020,Democratic,Barney Frank,101,0,4,1,0.0,39.6,39.6
2020,Democratic,Beau Biden,40,2,0,1,50.0,0.0,-50.0
2020,Democratic,Bennie Thompson,383,1,12,3,2.61,31.33,28.72
2020,Democratic,Bernie Sanders,1098,7,15,2,6.38,13.66,7.28
2020,Democratic,Beto O'Rourke,118,1,0,1,8.47,0.0,-8.47
2020,Democratic,Beto O'rourke,22,1,1,1,45.45,45.45,0.0
2020,Democratic,Bianca Shah,30,0,0,1,0.0,0.0,0.0
2020,Democratic,Bill Clinton,547,0,2,1,0.0,3.66,3.66
2020,Democratic,Billie Eilish,127,0,4,1,0.0,31.5,31.5
2020,Democratic,Bob Casey,119,0,0,1,0.0,0.0,0.0
2020,Democratic,Bob King,74,2,1,1,27.03,13.51,-13.52
2020,Democratic,Bradley Dreifuss,83,3,3,1,36.14,36.14,0.0
2020,Democratic,Brandon Scott,29,0,0,1,0.0,0.0,0.0
2020,Democratic,Brayden Harrington,223,6,6,1,26.91,26.91,0.0
2020,Democratic,Brendan Boyle,161,0,1,1,0.0,6.21,6.21
2020,Democratic,Brett Mcgurk,165,3,2,1,18.18,12.12,-6.06
2020,Democratic,Brittney Hubert,24,2,0,1,83.33,0.0,-83.33
2020,Democratic,Brown,23,0,0,1,0.0,0.0,0.0
2020,Democratic,Carly Dryden,132,7,2,1,53.03,15.15,-37.88
2020,Democratic,Carol Moseley,23,0,0,1,0.0,0.0,0.0
2020,Democratic,Carol Moseley Braun,73,0,0,1,0.0,0.0,0.0
2020,Democratic,Caroline Kennedy,170,6,0,1,35.29,0.0,-35.29
2020,Democratic,Carozza,78,1,4,1,12.82,51.28,38.46
2020,Democratic,Catherine Cortez Masto,361,1,6,1,2.77,16.62,13.85
2020,Democratic,Cecil Benjamin,57,0,2,1,0.0,35.09,35.09
2020,Democratic,Cedric Richmond,354,0,2,2,0.0,5.65,5.65
2020,Democratic,Cesar Alvarez,93,4,0,1,43.01,0.0,-43.01
2020,Democratic,Chaparro Hernandez,14,1,0,1,71.43,0.0,-71.43
2020,Democratic,Chris Coons,638,8,6,2,12.54,9.4,-3.14
2020,Democratic,Chris F.,12,0,1,1,0.0,83.33,83.33
2020,Democratic,Christie Bell,36,0,2,1,0.0,55.56,55.56
2020,Democratic,Chuck Degnan,85,0,2,1,0.0,23.53,23.53
2020,Democratic,Chuck Hagel,109,2,0,1,18.35,0.0,-18.35
2020,Democratic,Chuck Schumer,406,1,12,1,2.46,29.56,27.1
2020,Democratic,Cindy Axne,62,2,0,1,32.26,0.0,-32.26
2020,Democratic,Claire,34,0,3,1,0.0,88.24,88.24
2020,Democratic,Clement,43,1,0,1,23.26,0.0,-23.26
2020,Democratic,Cole,67,0,1,1,0.0,14.93,14.93
2020,Democratic,Colin Allred,108,2,0,1,18.52,0.0,-18.52
2020,Democratic,Colin Powell,480,6,7,2,12.5,14.58,2.08
2020,Democratic,Colmon Elridge,100,4,2,1,40.0,20.0,-20.0
2020,Democratic,Conor Lamb,123,0,2,1,0.0,16.26,16.26
2020,Democratic,Cory Booker,273,9,1,1,32.97,3.66,-29.31
2020,Democratic,Cozzie Watkins,91,2,3,1,21.98,32.97,10.99
2020,Democratic,Craig Hickman,86,2,1,1,23.26,11.63,-11.63
2020,Democratic,Cronin,65,0,1,1,0.0,15.38,15.38
2020,Democratic,Dan Ryner,90,1,1,1,11.11,11.11,0.0
2020,Democratic,Danica Roem,27,1,0,1,37.04,0.0,-37.04
2020,Democratic,Daniel Dae Kim,8,1,1,1,125.0,125.0,0.0
2020,Democratic,David M,19,0,1,1,0.0,52.63,52.63
2020,Democratic,David Zuckerman,62,0,0,1,0.0,0.0,0.0
2020,Democratic,DeMarcus Gilliard,168,9,1,1,53.57,5.95,-47.62
2020,Democratic,Deandra Dycus,323,15,3,1,46.44,9.29,-37.15
2020,Democratic,Deb Haaland,329,5,7,1,15.2,21.28,6.08
2020,Democratic,Debbie Mucarsel-Powell,22,2,0,1,90.91,0.0,-90.91
2020,Democratic,Dekevius A.,61,4,1,1,65.57,16.39,-49.18
2020,Democratic,Demings,5,0,0,1,0.0,0.0,0.0
2020,Democratic,Denis McDonough,170,3,6,1,17.65,35.29,17.64
2020,Democratic,Denise,19,0,2,1,0.0,105.26,105.26
2020,Democratic,Dennis Shepherd,57,0,1,1,0.0,17.54,17.54
2020,Democratic,Denny Ruprecht,24,0,3,1,0.0,125.0,125.0
2020,Democratic,Derrick Johnson,288,8,8,1,27.78,27.78,0.0
2020,Democratic,Derrick Lente,113,0,4,1,0.0,35.4,35.4
2020,Democratic,Dina Titus,80,1,1,1,12.5,12.5,0.0
2020,Democratic,Dolores Huerta,13,1,0,1,76.92,0.0,-76.92
2020,Democratic,Donna Hylton,21,1,0,1,47.62,0.0,-47.62
2020,Democratic,Donna N.,35,0,2,2,0.0,57.14,57.14
2020,Democratic,Donna-Marie W.,14,1,0,1,71.43,0.0,-71.43
2020,Democratic,Doug Jones,436,9,10,2,20.64,22.94,2.3
2020,Democratic,Elijah Cummings,43,0,0,1,0.0,0.0,0.0
2020,Democratic,Elizabeth,14,1,0,1,71.43,0.0,-71.43
2020,Democratic,Elizabeth Warren,869,20,16,2,23.01,18.41,-4.6
2020,Democratic,Ellis Ross,261,2,5,1,7.66,19.16,11.5
2020,Democratic,Emma G.,127,4,1,1,31.5,7.87,-23.63
2020,Democratic,Eric Garcetti,91,2,4,1,21.98,43.96,21.98
2020,Democratic,Estella,224,2,3,1,8.93,13.39,4.46
2020,Democratic,Eugene F.,66,2,0,1,30.3,0.0,-30.3
2020,Democratic,Eva Gutowski,63,3,1,1,47.62,15.87,-31.75
2020,Democratic,Eva Longoria,1405,13,40,1,9.25,28.47,19.22
2020,Democratic,Fred Albert,78,0,0,1,0.0,0.0,0.0
2020,Democratic,Fred Guttenberg,116,2,1,2,17.24,8.62,-8.62
2020,Democratic,Gabriel Salguero,83,1,0,1,12.05,0.0,-12.05
2020,Democratic,Gabrielle Giffords,174,8,7,1,45.98,40.23,-5.75
2020,Democratic,Gary Peters,58,0,2,1,0.0,34.48,34.48
2020,Democratic,Gavin Newsom,436,5,7,1,11.47,16.06,4.59
2020,Democratic,General Frank Vavala,11,0,0,1,0.0,0.0,0.0
2020,Democratic,George C.,37,1,3,1,27.03,81.08,54.05
2020,Democratic,Georgia M.,14,0,0,1,0.0,0.0,0.0
2020,Democratic,Gerald Lang,77,3,2,1,38.96,25.97,-12.99
2020,Democratic,Geraldine Waller,82,1,5,1,12.2,60.98,48.78
2020,Democratic,Gilbert Alaquinez,76,1,2,1,13.16,26.32,13.16
2020,Democratic,Glenn,73,2,2,1,27.4,27.4,0.0
2020,Democratic,Greenfield,10,0,0,1,0.0,0.0,0.0
2020,Democratic,Greg Weaver,244,9,4,1,36.89,16.39,-20.5
2020,Democratic,Gretchen Whitmer,554,2,15,1,3.61,27.08,23.47
2020,Democratic,Gurnee Green,151,10,1,1,66.23,6.62,-59.61
2020,Democratic,Gwen Carr,113,3,4,1,26.55,35.4,8.85
2020,Democratic,Gwen Moore,181,3,3,1,16.57,16.57,0.0
2020,Democratic,Hilda Solis,363,2,4,2,5.51,11.02,5.51
2020,Democratic,Hillary Clinton,1060,10,16,2,9.43,15.09,5.66
2020,Democratic,Howard Chou,105,3,3,1,28.57,28.57,0.0
2020,Democratic,Imam Al-Hajj Talib Abdur-Rashid,131,1,1,1,7.63,7.63,0.0
2020,Democratic,Jack G.,42,2,1,1,47.62,23.81,-23.81
2020,Democratic,Jack Schlossberg,163,0,9,1,0.0,55.21,55.21
2020,Democratic,Jack Weinstein,104,6,0,1,57.69,0.0,-57.69
2020,Democratic,Jacqueline A.,45,3,0,1,66.67,0.0,-66.67
2020,Democratic,Jacquelyn Asbie,90,5,0,1,55.56,0.0,-55.56
2020,Democratic,Jaime Harrison,93,2,1,2,21.51,10.75,-10.76
2020,Democratic,James,44,2,0,1,45.45,0.0,-45.45
2020,Democratic,Jamira Burley,128,4,2,1,31.25,15.62,-15.63
2020,Democratic,Jason Rae,41,0,0,1,0.0,0.0,0.0
2020,Democratic,Jeanna H,20,0,2,1,0.0,100.0,100.0
2020,Democratic,Jeanna H.,43,0,1,1,0.0,23.26,23.26
2020,Democratic,Jeff Jeans,110,4,3,1,36.36,27.27,-9.09
2020,Democratic,Jeffrey,52,0,0,2,0.0,0.0,0.0
