speaker,party,year,night,timestamp,text,word_count,source_file,source
Doris Johnson,Democratic,2024,1,,"And, on weekends, we would pile into my 1966 Mustang. And Kamala's mom, Shyamala, would sit in the front with me, and Kamala, and Maya, and Stacey would sit in the back, and off we would go to a movie or some adventure. I do. Kamala, your mom would be so proud of you.",54,doris_johnson_cnn_dnc_2024_night_1.txt,CNN
Doug Burgum,Republican,2024,3,,"And hello, North Dakota. It feels good to be here. The last time I was in Milwaukee, in this building, standing behind a podium was for the debate and I stood on one leg for two hours. You guys might remember I blew my Achilles the day before. But to kick things off, I have a question for you. And I need your help answering so nice and so loud that everyone at home can hear you. Are you ready? Who will make America energy dominant? Again, who will make America energy dominant? Again, who will make America energy dominant? Well, that's pretty good, but it's after 4:00 p.m. in D.C. So how about one more time, loud enough to wake up Joe Biden? Who will make America energy dominant? That's right because when President Trump unleashes American energy, we unleash American prosperity, and we ensure our national security. Serving as a governor with President Trump was like having a beautiful breeze at our back. He cut taxes and he cut red tape. Serving as a governor under Joe Biden has been like a gale force wind in our face. Biden's war on energy hurts every American because the cost of energy is in everything we use or touch every day. Biden's red tape has raised the price of the gas in your car, the cost of food on your table, the clothes on your back, and it's even raised your rent. Biden's green agenda feels like it was written by China, Russia and Iran. Let's look at Biden's EV mandates. Where do nearly all the batteries and rare earth minerals come from? China, you know. And the day that Biden halted permits for clean U.S. natural gas export facilities, just think about the party they must have thrown that night at the Kremlin because Biden's policies are making Russia and Iran filthy rich. And they're using that money to fund wars and terrorism against our allies. At home, Biden is acting like a dictator. He's using mandates to shut down reliable base load electricity. That's why your electric bills have soared upwards as our nation's electric grid reliability spirals downward. Four more years of Joe will usher an era of Biden brownouts and blackouts. Imagine no electricity for your fridge, your lights or air conditioning. President Trump will ensure that there's power for you and importantly that we have the power as United States to beat China in the A.I. arms race. Unleashing American energy dominance is our path back to prosperity and peace through strength. Teddy Roosevelt encouraged America to speak softly and carry a big stick. Energy dominance will be the big stick that President Trump will carry. Yes. President Trump will make sure that America is selling energy to our allies versus buying it from our adversaries. Innovation has always been the source of American greatness, and President Trump champions innovation over regulation. Last year, over that whole year, my wife Kathryn and I traveled all across America. As all of you know, it's rural America that feeds the world, that fuels the world, and defends the world, small towns with a huge impact and rural America is Trump country. In North Dakota, we know one thing for sure because we've seen him do it, and that's that the hardest working president in American history is Donald J. Trump. President Trump cares deeply about every American -- rig workers, truck drivers, roughnecks, and yes, America's great farmers and ranchers. President Trump cares deeply about you. We know that he'll fight for us. He'll fight for our families. And we know one more thing, he'll let all of you keep driving your gas- powered cars. When President Trump unleashes energy dominance, he will make America affordable again. He will make America strong again. And when President Donald J. Trump and J.D. Vance together, they will make America great again.",652,doug_burgum_cnn_rnc_2024_night_3.txt,CNN
Doug Emhoff,Democratic,2024,2,,"Thank you. Thank you, Cole. I guess he didn't want me to give this speech. He just -- thank you. Thank you so much. Hello. Thank you. Hello to my big, beautiful, blended family up there. I love you so much. Aren't you proud of Cole? Wow. And a special shout out to my mother. I see you. My mother is the only person in the whole world who thinks Kamala is the lucky one for marrying me. And to Kamala who, well, we just saw where she is. She is out on the trail listening to and talking with voters. Honey, I can't wait for you to come back to Chicago, because we're having a great time here. I love you so much. I'm so proud of how you're stepping up for all of us, but that's who she is. Wherever she is needed, however she is needed, Kamala rises to the occasion, and she did it for me and our family, and now that the country needs her, she is showing you what we already know. She is ready to lead. She brings both joy and toughness to this task, and she will be a great President we will all be proud of. Now, I'm the son of two Brooklynites, Mike and Barb. They've been together almost 70 years. My dad worked in the shoe business in Manhattan, and he moved our family out to New Jersey. Where is New Jersey? I see you out there. When I was a little kid, in a lot of ways, I had a typical Jersey suburban childhood. I biked around the neighborhood, I took the bus to Hebrew school, and I rode to Little League practice in the way back of my coach's wood-paneled station wagon. And if we did well, we got to have a Slurpee after. In my neighborhood, everyone left their garage door open. Wherever you ended up at dinner time, that's the family that fed you. Everyone took care of everyone else, and the guys I grew up with are still my best friends. The group chat is active every day, and it's probably blowing up right now, guys. When my dad had to get a new job, we moved across the country to LA. Money was tight. Hey, California. Money was tight. So, I worked at McDonald's in high school for some extra cash. Not only was I employee of the month, but I still have the framed picture, which you just saw, and there was a ring, golden arches and all. And then I waited tables, the parked cars. I was working full time so I could afford to go to college part time. And thanks to -- thanks to partial scholarships, student loans and a little help from my dad, I got myself through law school and I got my first job as a lawyer. Which is also where I met the guys in my Fantasy Football League. And a lot has changed in our lives since the early '90s, but my team name is still Nirvana. Yes, after the band. I worked hard and I love being a lawyer. And by the way, I still get to be part of the profession by teaching students at Georgetown Law School. I got married, became a dad to Cole and Ella. Unfortunately, I went through a divorce, but eventually started worrying about how I would make it all work. And that's when something unexpected happened. In 2013, I walked into a contentious client meeting. We worked through the issue, and by the end of the meeting the now happy client offered to set me up on a blind date. Which is how I ended up with Kamala Harris's phone number. Now, for generations, people have debated when to call the person you're being set up with. And never in history has anyone suggested 8:30 a.m. And yet, that's when I dialed. I got Kamala's voicemail and I just started rambling. Hey, it's Doug. I'm on my way to an early meeting. Again, it's Doug. I remember I was trying to grab the words out of the air and just put them back in my mouth. And for what seemed like far too many minutes, I hang up. By the way, Kamala saved that voicemail and she makes me listen to it on every anniversary. But that message was not the only unusual thing about that day. Now, Kamala, who normally would have been working hard at her office, just happened to be waiting at her apartment for a contractor to do some work on her kitchen. I was eating at my desk, which was not a regular occurrence for a busy lawyer like me who appreciated a good business lunch. But that's when she called me back. And we talked for an hour and we laughed. Well, you know that laugh. I love that laugh. And maybe that counted as our first date. Or maybe it was that Saturday night when I picked her up and told her, buckle up, I'm a really bad driver. Because you can't hide anything from Kamala Harris so you might as well own it. And as I got to know her better, and just fell in love fast, I learned what drives Kamala. And it's what you have seen over these past four years and especially these past four weeks. She finds joy in pursuing justice. She stands up to bullies just like my parents taught me to. And she likes to see people do well, but hates when they're treated unfairly. She believes this work requires a basic curiosity in just how people are doing. Her empathy is her strength. Over the past decade, Kamala has connected me more deeply to my faith. Even though it's not the same as hers. She comes to synagogue with me for High Holiday services and I go to church with her for Easter. I get to enjoy her mom's chili relleno recipe every Christmas and she makes a mean brisket for Passover. It brings me right back to my grandmother's apartment in Brooklyn, you know, the one with the plastic-covered couches. But Kamala has fought against antisemitism and all forms of hate her whole career. She is the one who encouraged me as second gentleman to take up the fight which is so personal to me. And those of you who belong to blended families know that they can be a little complicated. But as soon as our kids started calling her Momala, I knew we'd be okay. Ella calls us a three-headed parenting machine. Kamala and Kerstin, thank you both. Thank you both. For always putting your family and the kids first. Now, Cole and Ella's friends knew that when they'd come over for Sunday dinner with Momala, it was going to be real talk. In between taking cooking instructions, they'd have to answer questions about what problem they wanted to solve in the world. They learned that you've always got to be prepared because Kamala is going to prosecute the case. And in the same breath that Cole and Greenley told us that they were engaged, they asked Kamala to officiate their wedding. And in the same way that she always steps up when it matters, Kamala put so much time into those remarks, and she bound them in a book that matched her dark red dress and then turned that into a gift for the happy couple. A few days ago, during this incredible time we're going through, there was a brief window when Kamala was back at home, and I saw her sitting on her favorite chair, and in the middle of a wild month, I just hoped that she was having a quiet moment to herself. But then I realized she was on the phone. And of course, my mind went to all the potential crises that the Vice President could be dealing with. Was it domestic? Was it foreign? Was it campaign? I could see she was focused, and all I knew was that it must be something important. And it turns out it was. Ella had called her. That's Kamala. That's Kamala. Those kids are her priorities. And that scene was a perfect map of her heart. She's always been there for our children, and I know she'll always be there for yours, too. Kamala is a joyful warrior. It's doing for her country what she has always done for the people that she loves. Her passion will benefit all of us when she's our president. And here's the thing about joyful warriors. They are still warriors, and Kamala is as tough as it comes. Just ask the criminals, the global gangsters, and the witnesses before the Senate Judiciary Committee. She never runs from a fight. And she knows the best way to deal with a coward is to take him head on. Because we all know cowards are weak. And Kamala Harris can smell weakness. She doesn't tolerate any BS. You've all seen that look, and you know that look I'm talking about. That look is not just a meme. It reflects her true belief in honest and direct leadership, and it's also why she will not be distracted by nonsense. Kamala knows that in order to win, we cannot lose focus. America, in this election, you have to decide who to trust with your family's future. I trusted Kamala with our family's future. It was the best decision I ever made. This Thursday will be our 10th wedding anniversary. Which I know, I know it means I'm about to hear that embarrassing voicemail again. However, that's not all I'll be hearing. That same night, I'll be hearing my wife, Kamala Harris, accept your nomination for President of the United States. And with your help, she will lead with joy and toughness, with that laugh and that look, with compassion and conviction. She'll lead from the belief that wherever we come from, whatever we look like, we're strongest when we fight for what we believe in, not just against what we fear. Kamala Harris was exactly the right person for me at an important moment in my life, and at this moment in our nation's history, she is exactly the right president. Thank you so much.",1723,douglas_emhoff_cnn_dnc_2024_night_2.txt,CNN
Geoff Duncan,Democratic,2024,3,,"So, let's get the hard part out of the way. I am a Republican. But tonight, I stand here as an American. An American that cares more about the future of this country than the future of Donald Trump. My journey started to this podium years ago, when I realized Donald Trump was willing to lie, cheat, and steal to try to overturn the 2020 election. I realized Trump was a direct threat to democracy and his actions disqualified him from ever, ever, ever stepping foot into the Oval Office again. I could spend my time revving up this crowd, but I am certain I don't have to talk anybody out of voting for Donald Trump here. So, I will focus my attention on the millions of Republicans and independents that are at home, that are sick and tired of making excuses for Donald Trump. If Republicans are being intellectually honest with ourselves, our party is not civil or conservative. It is chaotic and crazy, and the only thing left to do is dump Trump. These days our party acts more like a cult, a cult worshiping a felonious thug. Look, you don't have to agree with every policy position of Kamala Harris, I don't. But, you do have to recognize her prosecutor mind-set that understands right from wrong, good from evil. She is a steady hand and will bring leadership to the White House that Donald Trump could never do. Let me be clear to my Republican friends at home watching. If you vote for Kamala Harris in 2024, you are not a Democrat. You are a patriot. In our family, my wife Brooke and I are raising three boys, and we have a family motto. And it says doing the right thing will never be the wrong thing. During 2020, during the lowest of lows when we had armed officers outside our house protecting us from other Republicans, Donald Trump had targeted us. My son came downstairs and he handed me this coaster that I had given him years before at a father-son retreat for our church and he said, 'Hey dad, doing the right thing will never be the wrong thing. Stay strong.' To my fellow Republicans at home that want to pivot back towards policy, empathy and tone, you know the right thing to do. Now, let's have the courage to do it in November. Thank you and god bless you. DONALD TRUMP,",407,duncan_cnn_dnc_2024_night_3.txt,CNN
Eric Trump,Republican,2024,1,,"-- on behalf of our entire family, and on behalf of the 125 delegates in the unbelievable state of Florida, we hereby nominate every single one of them for the greatest president that's ever lived, and that's Donald J. Trump, hereby declaring him the Republican nominee for President of the United States of America. And everybody really appreciates Donald Trump and how hard he actually fought. You know, under Donald Trump, we actually had a cheerleader in this country. We don't have a cheerleader anymore. We don't even have leadership. I mean, the people aren't around. They're not present. The policies suck. We're going to win this thing. Make no mistake about it. Well, it's been a pretty somber mood, right? I mean, my father got shot at. Somebody took off half his ear. But I can tell you my father's never been more determined than he is right now. He is -- he's more determined to make America great again. He's got an incredible fighting spirit. No different than when he's pumping his hand in the air with blood running across his face. And I'm really proud of him. I've never been more proud as a child, as a son. He's a remarkable human being. He's got backbone that's unlike any person I've ever met before and as I said before, we're going to win and we're going to restore prosperity to this country and he's going to make America great again. Thanks, guys.",245,e_trump_cnn_rnc_2024_night_1.txt,CNN
Edgar Vilchez,Democratic,2024,4,,"I was in high school when my classmate got shot. It changed my story. Instead about worrying about taking a test, I started worrying about living to take another test. They say schools are for learning, and I did learn a lot that day. I learned how to run, how to hide and drop, that what happens in the news can happen to me. But I learned something else too, that we can write and must write a new story if we choose to.",84,edgar_vilchez_cnn_dnc_2024_night_4.txt,CNN
Ella Emhoff,Democratic,2024,4,,"I'm Ella. Kamala came into my life when I was 14, famously a very easy time for a teenager. Like a lot of young people. I didn't always understand what I was feeling, but no matter what, Kamala was there for me. She was patient, caring, and always took me seriously. She's never stopped listening to me and she's not going to stop listening to all of us. She's fighting for social justice, health justice, environmental justice and she isn't alone. We're all in this fight together.",87,ella_emhoff_cnn_dnc_2024_night_4.txt,CNN
Eric Underwood,Republican,2024,1,,"Madam Secretary, my name is Eric Underwood, I'm the chairman. I present the great state of Nebraska. The good life is our motto. Where agriculture, beef and corn is the lifeblood of our economy. Where our medical field and university are amongst the top in the nation. But it is our people that embody a Nebraska nice, modest lifestyle. Now to announce our delegate allocation, our delegation co-chair, John Tucker.",70,eric_underwood_cnn_rnc_2024_night_1.txt,CNN
Tony Evers,Democratic,2024,2,,"As the proud governor of the great State of Wisconsin. We're home of the Green Bay Packers. We're home of the -- we're home of the Wisconsin Badgers. We're home of the Milwaukee Brewers. And the Milwaukee Bucks as well as U.S. Senator, our best U.S. Senator, Tammy Baldwin. And our great congressional folks, Gwen Moore and Mark Pocan. I'm here because I am jazzed as hell to announce that Wisconsin cast one vote present and 94 votes for -- for -- for -- where are we at? Got me going here. Former Wisconsinite, former state -- oh my God. I am-- 94 votes for. I'll get there, Jason, I'll get there. 94 votes, for former Wisconsinite, Vice President, and our next President of the United States of America, Kamala Harris.",131,evers_cnn_dnc_2024_night_2.txt,CNN
Jill Biden,Democratic,2024,1,,"Thank you, thank you. Thank you. Thank you. Thank you so much. Love you, too. Joe and I have been together for almost 50 years. And still, there are moments when I fall in love with him all over again. Like when I handed him our Baby Ashley for the first time and saw the smile that lit up his face, or on nights after an exhausting day working in the Senate when he would read one more bedtime story just because the kids asked. When he stops on a rope line because he sees someone grieving, who needs to know that everything is going to be all right one day. Or to encourage that child with a stutter to find the confidence she needs. Those moments when I'm reminded of all he's accomplished in the name of something bigger than himself, receiving the Medal of Freedom with humility. Placing his hand on our family Bible to take his oath office. And weeks ago, when I saw him dig deep into his soul and decide to no longer seek reelection and endorse Kamala Harris. With faith and conviction, Joe knows that our nation's strength doesn't come from intimidation or cruelty. It comes from the small acts of kindness that heal deep wounds from service to the communities that make us who we are, from love of a country that shines with promise and renewal. Kamala Harris knows that, too. Our son, Beau, first worked with Kamala when he was attorney general of Delaware. He told me at the dinner table one night, mom, she's special. Someone to keep your eye on. And he was right. Joe and I know Kamala. We have seen her courage, her determination, and her leadership up close. Kamala and Tim, you will win. And -- and you are inspiring a new generation. We are all a part of something bigger than ourselves. And we are stronger than we know. The future of our country is in the hands of those in this room and all of you watching at home. It's going to take all of us, and we can't afford to lose. With faith in each other, hope for a brighter future and love for our country, we will fight and we will win together. Thank you. Thank you. Joe Biden is the OG girl, dad. He told me I could be anything, and I could do anything. As a child, I would sit on the leather chair in his office doing my homework. And he would sit next to me doing his work, drafting the Violence Against Women Act. And he wasn't just a girl dad. I could see -- and he wasn't just a girl dad, I could see that he valued and trusted women. How he listened to his mother. How he believed in his sister. And most of all, how he respected my mother's career. Dad was always there doing everything he could to be a true partner to her. Dad, you always tell us, but we don't tell you enough, that you are the love of our lives and the life of our love. I had my wedding reception in my parents' backyard. At the time, my dad was vice president. But he was also that dad who literally set up the entire reception. He was riding around in his John Deere four-wheeler, fixing the place settings, arranging the plants, and, by the way, he was very emotional. I thought that I would be a mess, but he was the one crying and I was the one who had to comfort him. Before he walked me down the aisle, he turned to me and said that he would always be my best friend. All these years later, dad, you are still my best friend. His example in service inspired my career. I'm a social worker in Philadelphia. I support formerly incarcerated women as they heal from past trauma and they reclaim their lives. Dad always told me that I was no better than anybody else and nobody was better than me. He taught me that everyone deserves a fair shot and that we shouldn't leave anyone behind. That's what you learn from a fighter who has been underestimated his entire life. When I look at dad, I see grace, strength, and humility. I see one of the most consequential leaders ever in history. And I also know that he never stops thinking about you, about your dreams, about your dignity, about your opportunity, about your families. Dad knows that family is everything. When Hunter and I lost our brother Beau to cancer in 2015, the grief and the pain felt like it might never end. Dad had the capacity to step out of his own pain and absorb ours. And I know that Beau is here with us tonight, as he is always with us. After he passed, I got this tattoo on my wrist. It says ""courage, dear heart."" A reminder to myself to keep going, to get back up, like my dad has always done. He has taught me that a courageous heart is a miraculous thing. A courageous heart can heal a family. A courageous heart can heal a nation and maybe even the world. And now, this election requires the courageous hearts of all of us. In 2020, my dad selected Kamala Harris to beat Donald Trump. And he knows in 2024, she will beat Donald Trump again. So tonight, I am asking you, if you stood with us in 2020, call upon your courageous heart. Stand with us today. Work harder than you have ever worked before in your life. This is the fight of our lifetime, our freedom, our democracy, our reproductive rights. All of this, all of it is on the ballot. And I know together we can do this because my dad helped show us the way. And now I would like to introduce my father, your 46th president of the United States, Joe Biden.",1004,jill_biden_cnn_dnc_2024_night_1.txt,CNN
UNKNOWN,Democratic,2024,4,,"Always try to set an example for my boys, to teach them compassion, accountability and resilience. I want those values to be reflected in our leaders. I don't want to have to turn off the T.V. because our president is lobbing insults or telling lies. I'm tired of all of the hate. It's time to move forward together and build a country our kids can be proud of.",68,fitts_cnn_dnc_2024_night_4.txt,CNN
Franklin Graham,Republican,2024,4,,"And when we go through those experiences, it changes us. It can cause us to examine our lives, and to reevaluate our priorities, as you should. When President Trump rose from that platform, he rose with his fists raised in strength, showing America, his unshakable resolve to fight for them and this nation. I cannot explain why God would save one life, and allow another one to be taken. I don't have the answer for that. But one thing I do know is that God loves us. And He wants us to be with Him in Heaven one day. And that's through faith in His Son, Jesus Christ. You see, the Bible says that God so loved the world that He gave His only begotten Son, that whosoever believeth in him shouldn't perish but should have everlasting life. For as long -- for as long as I've known the President Trump, I found him to be a man of his word. Things that he said he'll do. He did. When he told me, and our country, in 2016, that he was going to appoint conservative justices. Guess what? He did. In 2016, he said he would defend religious liberty. And guess what? He did. In 2019, I was with him at the United Nations when the first president of history of this country stood there, to advocate for religious liberty, worldwide. When American citizen and Pastor, Andrew Brunson, was being held in a Turkish jail, on false accusations, President Trump demanded that he be released. And he applied economic pressure and sanctions until they did that. I'm grateful and thankful for what he did as a 45th President of the United States. And I know that as the 47th president, he will keep his word to the American people, to make America great, once again. It's an honor, for me to be asked, to pray for Donald Trump, this evening. And so, what I'd like to do, I'd like us to pray. But I'd like us all to stand, as we call upon the name of the God of heaven. Our Heavenly Father, we come before you this evening, with grateful hearts. Thank you for saving the life of President Donald J. Trump. In his own words, it was you, and you alone, who saved him. We pray for the others that were injured on Saturday. For the family who lost their loved one, put your loving arms around them, comfort them, and may they sense your presence. We stand before you tonight, we say thank you, for the provisions you have given to the United States of America. You have blessed this country more than any country in the world. Sadly, as a nation, we have forgotten who is responsible for all the freedoms, the liberties and the bounty that we enjoy. It has all come for you. Thank you. This evening, our nation is in trouble. We're divided politically, racially, economically, with millions of people seeking refuge, and hope in our dry and thirsty land. You're the only one, who can fix the complexity of the problems that we face today. We pray for President Trump, that you would give him wisdom, strength, and a clear vision for the future of this nation, and the task that is at hand. Continue to protect him from his enemies. I pray that you would surround him with men and women, who will give him sound counsel and guidance. We pray for Melania, for Barron, and for all the President Trump's children and grandchildren. We pray for Senator J.D. Vance, his wife, Usha, along with their young family. We're thankful for his strong stand for defending life. As your word instructs, we also pray for the leaders of our nation, whether they're Republican, Democrat or Independent. We know that all authority comes from you. You are a great God. And we ask that if it be thy will, that you will make America great, once again. And we ask that you'll unite our hearts, bring us together, one nation under God, indivisible, with liberty and justice for all. And we pray this in the mighty name of my Lord and Savior, Jesus Christ, the King of Kings and the Lord of Lords. Amen. Thank you. Thank you. Thank you. Thank you.",720,franklin_graham_cnn_rnc_2024_night_4.txt,CNN
