speaker,party,year,night,timestamp,speech,word_count,source,source_file
Michael Whatley,Republican,2024,3,04:44:44,"DELEGATES AND ALTERNATES, REPUBLICANS AROUND THE WORLD, TONIGHT IN THIS HALL, WE HAD A CHANCE TO SEE WHAT STRENGTH IS LIKE. STRENGTH LOOKS LIKE HEARTBROKEN GOLDSTAR FAMILIES TALKING ABOUT THEIR LOVED ONES AND TALKING ABOUT THEIR LOSS. STRENGTH LOOKS LIKE FRATERNITY BROTHERS FACING DOWN A HOSTILE CROWD TO SAVE THE AMERICAN FLAG. STRENGTH LOOKS LIKE THOUSANDS OF LAW ENFORCEMENT OFFICERS FROM ALL ACROSS THE COUNTRY HERE TO PROTECT US TONIGHT. STRENGTH TONIGHT LOOKS LIKE ALL OF THE SOLDIERS AND THE SAILORS AND THE AIRMEN AND MARINES AROUND THE WORLD KEEPING AMERICA SAFE HOME AND ABROAD. STRENGTH LOOKS LIKE A TEENAGE DAUGHTER STANDING ON THIS STAGE AND TALKING TO AMERICA ABOUT THE LOVE THAT SHE HAS FOR HER GRANDFATHER. STRENGTH LOOKS LIKE A KID BORN IN RURAL APPALACHIA WHO PUT HIMSELF THROUGH SCHOOL AND ANSWERED A CALL TO SERVICE WHEN AMERICA NEEDED HIM AND JOINED THE MARINES AND HAS ANSWERED ANOTHER CALL TO SERVE AS OUR NEXT VICE PRESIDENT. AND STRENGTH LOOKS LIKE A MAN WHO GAVE UP A SUCCESSFUL BUSINESS CAREER AND A COMFORTABLE LIFE TO FIGHT EVERY SINGLE DAY FOR THE AMERICAN PEOPLE. WHO HAS SUFFERED HOAX AFTER HOAX AFTER HOAX, WHO HAS ENDURED POLITICALLY MOTIVATED PROSECUTION AND LAWSUITS ALL ACROSS THE COUNTRY AND WHO WHEN HE WAS KNOCKED DOWN BY A WOULD-BE ASSASSIN'S BULLET GOT BACK UP AND ENCOURAGED AMERICA TO FIGHT, FIGHT, FIGHT. LADIES AND GENTLEMEN, WE KNOW WHAT STRENGTH LOOKS LIKE, AND WE KNOW THAT AMERICA IS A NATION OF INHERENT STRENGTH, AND WE AS A NATION OF INHERENT STRENGTH ARE GOING TO BE STRONG AGAIN. FOR TONIGHT'S BENEDICTION, PLEASE WELCOME THE LEAD PASTOR AT BAYOU BLUE ASSEMBLY IN LOUISIANA, PASTOR THOMPSON.",276,CSPAN,https://www.c-span.org/program/campaign-2024/republican-national-convention-day-3/644519
Patrick Thompson,Republican,2024,3,04:48:25,"WELL, HELLO MIAUKEE. I BRING YOU GREETINGS FROM THE GREAT STATE OF LOUISIANA, FROM MY CHURCH, BAYOU BLUE ASSEMBLY OF GOD IN HUMBLE, LOUISIANA, AND FROM THE SMALL TOWN I GREW UP IN IN JENA, LOUISIANA. I AM PROUD TO BE WITH ALL OF YOU HERE TONIGHT FOR THIS HISTORIC CONVENTION, AND I THANK MY LORD AND SAVIOR JESUS CHRIST FOR HIS BLESSING AND FOR ALLOWING ME TO BE HERE, AND I WOULD LIKE TO THANK PRESIDENT TRUMP FOR ALL THAT HE HAS DONE FOR OUR COUNTRY. I WANT YOU TO KNOW, SIR, THAT YOU ARE LOVED AND RESPECTED IN MY STATE OF LOUISIANA. WILL Y'ALL STAND AND PRAY WITH ME PLEASE? HEAVENLY FATHER, WE ARE GRATEFUL FOR YOUR MERCY AND YOUR PROTECTION HERE TONIGHT. FATHER, WE GIVE YOU GLORY AND HONOR BECAUSE YOU ALONE DESERVE TO BE HONORED. FATHER, I THANK YOU FOR GIVING US THE MAN TO STAND IN THE GAP FOR US, A MAN WHO HAS MADE US A HEDGE FOR THE AMERICAN PEOPLE, AND MAN WHO HAS PROTECTED OUR NATION FROM THOSE WHO WOULD HARM US. WE THANK YOU FOR RAISING UP PRESIDENT DONALD J. TRUMP TO BE THE 47TH PRESIDENT OF THE UNITED STATES, AND I ALSO THANK YOU FOR PROTECTING HIM FROM THE EVIL THAT WAS PERPETRATED LAST SATURDAY. FATHER, I ASK THAT YOU WOULD UNITE OUR COUNTRY ONCE AGAIN, A NATION, LORD GOD, UNDER YOUR LEADERSHIP. FATHER GOD, HELP US ELECT LEADERS THAT WILL HELP US TO BECOME THE LEAD COUNTRY IN THE WORLD TO HOST THE VALUES THAT OUR FOREFATHERS INTENDED FOR US WHEN THEY DRAFTED THE DECLARATION OF INDEPENDENCE AND THE BILL OF RIGHTS. FATHER, I ASK THAT YOU WOULD HELP US TO ELECT MEN AND WOMEN OF GOD WHO WOULD PROTECT THE RIGHTS THAT WERE PROMISED TO EVERY AMERICAN, PROTECT US FROM TYRANNY, AND RESTORE TRUTH BACK TO THE PUBLIC SQUARE. FATHER, I PRAY FOR DONALD J. TRUMP AND J.D. VANCE TONIGHT, THAT YOU WOULD GIVE THEM GREAT STRENGTH AND WISDOM TO GUIDE OUR COUNTRY ONCE AGAIN, AND FATHER GOD, HELP ONCE AGAIN. I ASK YOU JESUS' NAME, AND EVERYBODY SAY AMEN!",352,CSPAN,https://www.c-span.org/program/campaign-2024/republican-national-convention-day-3/644519
Michael Whatley,Republican,2024,3,04:51:14,QUICKLY CHAIR RECOGNIZES THE DELEGATE FROM THE COMMONWEALTH OF PENNSYLVANIA FOR THE PURPOSE OF OFFERING A MOTION.,17,CSPAN,https://www.c-span.org/program/campaign-2024/republican-national-convention-day-3/644519
Michael Whatley,Republican,2024,3,04:51:30,THE QUESTION NOW OCCURS ON THE MOTION TO ADJOURN. ALL THOSE IN FAVOR SIGNIFY BY SAYING AYE.,17,CSPAN,https://www.c-span.org/program/campaign-2024/republican-national-convention-day-3/644519
Michael Whatley,Republican,2024,3,04:51:36,"AYE. ALL THOSE OPPOSED, NO. IN THE OPINION OF THE CHAIR, THEY AYEES THEY AYES HABIT AND THE MOTION IS ADOPTED. ACCORDINGLY, THIS CONVENTION STANDS ADJOURNED UNTIL TOMORROW. THANK YOU.",30,CSPAN,https://www.c-span.org/program/campaign-2024/republican-national-convention-day-3/644519
Michael Whatley,Republican,2024,4,00:07:16,"GOOD EVENING. AS WE PREPARE TO OPEN OUR FINAL SESSION FOR THE 2024 REPUBLICAN NATIONAL COMMITTEE, I FEEL COMPELLED TO NOTE THIS HAS BEEN A PRETTY AWESOME CONVENTION! WE HAVE HEARD FROM GOVERNORS, SENATORS, MEMBERS OF CONGRESS, CANDIDATES, AND LEADERS FROM ACROSS OUR GREAT PARTY. WE HAVE HEARD FROM REAL AMERICANS WHO HAVE SHARED THEIR STORIES OF LOSS AND HEARTBREAK, OF THEIR BRAVERY AND THEIR VISION FOR A BETTER AMERICA. WE HAVE HEARD FROM THE TRUMP FAMILY. DONALD TRUMP, JR. LARA AND TIFFANY. YOU HAVE ALL BEEN INCREDIBLE. ALMOST AS GOOD AS THE PRESIDENT'S GRANDDAUGHTER. AND WE HAVE HEARD FROM THE NEXT VICE PRESIDENT OF THE UNITED STATES, SENATOR J.D. VANCE. I ALSO FEEL COMPELLED TO NOTE ONCE AGAIN THAT IT IS A MIRACLE THAT WE ARE HERE TONIGHT. THE FACT THAT DONALD TRUMP SURVIVED AN ASSASSINATION ATTEMPT IN BUTLER, PENNSYLVANIA JUST DAYS AGO AND IS HERE TONIGHT TO ACCEPT HIS NOMINATION IS PROOF THAT WE ARE ALL PROTECTED BY THE HAND OF A MIGHTY GOD. WE HAVE A LOT OF WORK TO DO IN THIS ELECTION CYCLE. TOMORROW, WE WILL ALL GO BACK TO OUR RESPECTIVE STATES, ROLL UP OUR SLEEVES AND GET TO WORK TO WIN THIS ELECTION. BUT FIRST, WE HAVE SOME BUSINESS TO ATTEND HERE TONIGHT. ARE YOU READY? ARE YOU READY TO HEAR FROM THE MAN WHO HAS THE VISION AND STRENGTH TO MAKE AMERICA WEALTHY AGAIN? TO MAKE AMERICA SAFE AGAIN? TO MAKE AMERICA STRONG AGAIN? AND TO MAKE AMERICA GREAT AGAIN? ARE YOU READY TO HEAR FROM THE NEXT PRESIDENT OF THE UNITED STATES? THEN LET'S GET THIS SHOW ON THE ROAD! I HEREBY OPEN THE FINAL SESSION OF THE 2024 REPUBLICAN NATIONAL COMMITTEE.",281,CSPAN,https://www.c-span.org/program/campaign-2024/republican-national-convention-day-4/644520
James McLaughlin,Republican,2024,4,00:10:33,"GOOD EVENING. IF YOU BUNGLE RAISING YOUR CHILDREN, NOTHING MUCH MATTERS. JACKIE KENNEDY'S WORDS SPEAK LETTERS TODAY THAN WHEN SHE SAID THEM 60 YEARS AGO AND THIS IS WHY WE GATHER ON THIS HISTORIC OCCASION. WE AS PARENTS AND GRANDPARENTS WOULD MOVE HEAVEN AND EARTH TO PROTECT OUR CHILDREN AND THE OPPORTUNITIES OF A STRONG FREE AMERICA OFFERS THEM. RAISING OUR CHILDREN IS THE SINGLE MOST IMPORTANT JOB WE HAVE. WHICH IS WHY WE DEDICATE AND LIST HOURS ADVOCATING ON BEHALF OF PRESIDENT TRUMP. WE OWE IT TO OUR CHILDREN TO GIVE THEM THE KIND OF AMERICA WE ALL REMEMBER GROWING UP IN -- THE PROUD, PATRIOTIC AND FAITH AMERICA THAT PRESIDENT TRUMP WANTS FOR ALL OF US. THANK YOU. AT HOME EVERY NIGHT WHEN WE FINISH OUR PRAYERS, WE FINISH OUR PRAYERS AND WE PRAY FOR ALL OF THE CHILDREN. OUR COUNTRY AND PRESIDENT TRUMP AND HIS FAMILY. TONIGHT I WOULD LIKE TO ADD MY BOYS, JJ, JACK AND GEORGE, GOD BLESS YOU KEVIN, MICHAEL -- PROTECT US AGAINST THE WICKEDNESS OF THE DEVIL. MAY GOD REVIEW -- REBUKE HIM. THE POWER OF GOD. ALL THE PEOPLE SPIRITS ABOUT THE WORLD SEEKING THE RUINS OF SOULS. AMEN AND GOD BLESS PRESIDENT TRUMP.",203,CSPAN,https://www.c-span.org/program/campaign-2024/republican-national-convention-day-4/644520
Steve Daines,Republican,2024,4,00:20:14,"HOW ABOUT THAT NATIONAL ANTHEM? I AM U.S. SENATOR STEVE DAINES, AND I REPRESENT THE GREAT STATE OF MONTANA. WHEN I WAS A KID GROWING UP IN MONTANA, MY GRANDMA TAUGHT ME AN IMPORTANT LESSON — THAT IS TO HAVE A THANKFUL HEART, TO COUNT YOUR BLESSINGS. AS I WAS HEADING TO BREAKFAST THIS MORNING, I THANKED GOD FOR MY SWEET WIFE, CINDY. I THANK GOD FOR OUR FOUR CHILDREN AND THEIR SPOUSES. I THANK GOD FOR OUR SIX GRANDCHILDREN. AND THEN I THANKED GOD THAT IN SIX MONTHS, JOE BIDEN WILL NO LONGER BE PRESIDENT OF THE UNITED STATES! THINK ABOUT THIS MOMENT THIS EVENING. IT WAS JUST FIVE DAYS AGO — WE WERE A QUARTER INCH AWAY FROM HAVING A MEMORIAL SERVICE INSTEAD OF A NOMINATING CONVENTION. AND WE THANK GOD HERE TONIGHT FOR PROTECTING PRESIDENT TRUMP. BUT WE HAVE IMPORTANT WORK TO DO BECAUSE GOING FORWARD, WE MUST FIGHT, FIGHT, FIGHT. AND I WILL TELL YOU, AS CHAIRMAN OF THE NATIONAL REPUBLICAN SENATORIAL COMMITTEE, I AM WORKING WITH PRESIDENT TRUMP TO WIN THE SENATE MAJORITY AND TO FIRE CHUCK SCHUMER! BACK IN EARLY 2023, PRESIDENT TRUMP AND I MET AT MAR-A-LAGO. WE AGREED OUR HIGHEST PRIORITY IS ELECTING AN AMERICA-FIRST SENATE MAJORITY THAT HAS HIS BACK — SENATORS THAT WILL STAND WITH PRESIDENT TRUMP. AND TONIGHT, I WANT TO SPEAK DIRECTLY TO THE VOTERS OF WEST VIRGINIA, MONTANA, OHIO, PENNSYLVANIA, NEVADA, MICHIGAN, WISCONSIN, ARIZONA, VIRGINIA, AND NEW MEXICO. AND HERE IS WHY — BECAUSE YOUR DEMOCRATIC SENATORS ARE LYING TO YOU. LOOK, THEY TALK LIKE MODERATES, BUT THEY VOTE LIKE RADICALS. THEY SAY THEY ARE WITH YOU, BUT THEY VOTE WITH JOE BIDEN. NEVER FORGET — THESE LIBERAL SENATORS VOTED TO IMPEACH PRESIDENT TRUMP TWICE. AND I WILL TELL YOU, AN AMERICA-FIRST MAJORITY WILL STAND WITH PRESIDENT TRUMP. THESE LIBERAL SENATORS ALLOWED MILLIONS OF ILLEGAL IMMIGRANTS INTO OUR COUNTRY. AN AMERICA-FIRST MAJORITY WILL SECURE THE BORDER, AND WE WILL BUILD THE WALL. THESE LIBERAL SENATORS SHUT DOWN THE KEYSTONE PIPELINE. AN AMERICA-FIRST MAJORITY — WE WILL DRILL, BABY, DRILL! THESE LIBERAL SENATORS WANT TO TAKE AWAY YOUR SECOND AMENDMENT RIGHTS. THOSE ARE FIGHTIN' WORDS BACK IN MONTANA. AN AMERICA-FIRST MAJORITY WILL PROTECT YOUR PRECIOUS RIGHT TO KEEP AND BEAR ARMS. THESE LIBERAL SENATORS COVERED FOR BIDEN AFTER 13 AMERICAN SERVICE MEMBERS WERE KILLED DURING HIS BOTCHED AFGHANISTAN WITHDRAWAL. BY THE WAY, I AM THE SON OF A U.S. MARINE — AND AN AMERICA-FIRST MAJORITY WILL STAND WITH OUR MILITARY. THESE LIBERAL SENATORS STOOD WITH ANTI-SEMITIC MOBS. AN AMERICA-FIRST MAJORITY WILL STAND WITH ISRAEL. AND LOOK — THESE LIBERAL SENATORS WANT BOYS IN GIRLS' SPORTS. I AM THE FATHER OF TWO DAUGHTERS. THEY WANT MEN IN YOUR DAUGHTERS' AND MY DAUGHTERS' LOCKER ROOMS. THEY CANNOT EVEN DEFINE WHAT A WOMAN IS. LET ME TELL YOU SOMETHING — BACK IN MONTANA, WE KNOW THE DIFFERENCE BETWEEN A BULL AND A COW. WE MUST REPLACE THESE LIBERAL SENATORS WITH GREAT REPUBLICAN LEADERS LIKE JIM JUSTICE IN WEST VIRGINIA, LIKE TIM SHEEHY IN MONTANA, LIKE BERNIE MORENO IN OHIO, LIKE SAM BROWN IN NEVADA, MIKE ROGERS IN MICHIGAN, ERIC HOVDE RIGHT HERE IN WISCONSIN, HUNG CAO IN VIRGINIA, AND NELLA DOMENICI IN NEW MEXICO — AND OF COURSE, KARI LAKE IN ARIZONA. WE MUST ELECT AN AMERICA-FIRST SENATE MAJORITY THAT WILL STAND WITH PRESIDENT DONALD J. TRUMP. BUT LOOK — RIGHT NOW, LEFT-WING BILLIONAIRES ARE MASSIVELY OUTSPENDING US. THAT IS WHAT IS KEEPING ME UP AT NIGHT. WE NEED YOUR HELP. YOU CAN GO TO SENATE24.COM TODAY. HELP US FIGHT BACK. BECAUSE TOGETHER, WE ARE GOING TO WIN BACK THE SENATE, GRAB THAT GAVEL OUT OF CHUCK SCHUMER'S HAND, DELIVER A HISTORIC VICTORY FOR DONALD TRUMP, AND MAKE AMERICA GREAT AGAIN. GOD BLESS YOU!",623,CSPAN,https://www.c-span.org/program/campaign-2024/republican-national-convention-day-4/644520
Richard Hudson,Republican,2024,4,00:32:00,"MY NAME IS RICHARD HUDSON, AND I'M A CONGRESSMAN FROM NORTH CAROLINA. GREAT TO SEE MY NORTH CAROLINA FOLKS OVER HERE. I WANT TO ACKNOWLEDGE MY BRILLIANT, AMAZING, SMOKING HOT WIFE, RENEE, WHO WORKED IN THE TRUMP WHITE HOUSE. SHE IS HERE TONIGHT. I LOVE YOU TOO. I WANT TO ACKNOWLEDGE MY SON, WHO IS AT HOME WATCHING ON TV. I WANT TO ACKNOWLEDGE GOD ABOVE, WHO REDEEMED THIS SINNER AND ON SATURDAY SAVED PRESIDENT DONALD TRUMP'S LIFE. MY JOB AS CHAIRMAN IS TO GROW OUR HOUSE MAJORITY. IN MY DISTRICT IN NORTH CAROLINA, WE HAVE THE LARGEST MILITARY BASE IN THE WORLD — FORT BRAGG, HOME OF THE AIRBORNE AND SPECIAL FORCES. THE MEN AND WOMEN THERE AT FORT BRAGG ARE WILLING TO GIVE THEIR LIVES FOR THE FLAG. IF THEY MAKE THAT ULTIMATE SACRIFICE, THAT SAME FLAG ACCOMPANIES THEM HOME ON THAT FINAL JOURNEY. THEY DESERVE A COMMANDER IN CHIEF WHO RESPECTS THEM AND WHO HONORS THEIR SERVICE. LADIES AND GENTLEMEN, DONALD TRUMP IS THAT COMMANDER IN CHIEF. DONALD TRUMP LOVES AMERICA. HE LITERALLY EMBRACES THE FLAG. EXTREME DEMOCRATS — THEY WILL BURN IT IN THE STREETS AND ON COLLEGE CAMPUSES. JOE BIDEN AND KAMALA HARRIS STAND WITH THOSE FLAG BURNERS. THEY WANT TO RULE OVER YOU. HOUSE REPUBLICANS STAND WITH PRESIDENT TRUMP. WE STAND WITH AMERICA, AND WE STAND UP FOR THE FLAG. BECAUSE HOUSE REPUBLICANS UNDERSTAND — WE DON'T RULE OVER YOU, WE WORK FOR YOU. IN JUST THE LAST TWO YEARS, HOUSE REPUBLICANS HAVE PASSED A HISTORIC BORDER SECURITY BILL THAT WOULD LOCK DOWN BIDEN'S OPEN BORDER. WE PASSED LEGISLATION TO UNLEASH ENERGY PRODUCTION AND LOWER COSTS. WE PASSED LEGISLATION TO REMOVE WOKE INDOCTRINATION FROM OUR MILITARY. WE PASSED THE PARENTS BILL OF RIGHTS BECAUSE WE THINK PARENTS OUGHT TO MAKE DECISIONS ABOUT HOW THEIR CHILDREN ARE EDUCATED. AND WE IMPEACHED BIDEN'S FAILED BORDER CHIEF, ALEJANDRO MAYORKAS. JOE BIDEN AND CHUCK SCHUMER KILLED THOSE BILLS AND BLOCKED ANY PROGRESS FOR THE AMERICAN PEOPLE. FOR THE LAST TWO YEARS, HOUSE REPUBLICANS HAVE FOUGHT ALONE. LADIES AND GENTLEMEN, WE NEED BACKUP. TO SAVE AMERICA, WE NEED TO GROW OUR MAJORITY. WE NEED PRESIDENT DONALD TRUMP BACK IN THE WHITE HOUSE. A REPUBLICAN HOUSE IS ALSO ESSENTIAL TO ENSURING DONALD TRUMP'S SUCCESS AS OUR PRESIDENT. CAN YOU IMAGINE WHAT NANCY PELOSI'S PROTÉGÉ, HAKEEM JEFFRIES, WOULD DO IF HE WAS SPEAKER OF THE HOUSE TO UNDERMINE DONALD TRUMP? IF DEMOCRATS CONTROL THE HOUSE, THEY WILL BLOCK EVERY TAX CUT, BUDGET, BORDER BILL, AND CRIME BILL HE PROPOSES. THEY WILL HOLD SHAM INVESTIGATIONS AND HEARINGS TO BOG DOWN HIS AGENDA. THEY WILL IMPEACH HIM FOR DOING HIS JOB. BUT WE ARE NOT GOING TO LET THAT HAPPEN. TOGETHER, A REPUBLICAN HOUSE AND PRESIDENT DONALD TRUMP WILL PRESERVE THE HISTORIC TRUMP TAX CUTS AND ELIMINATE TAXES ON TIPS. TOGETHER, A REPUBLICAN HOUSE AND PRESIDENT DONALD TRUMP WILL FUND THE POLICE. WE WILL REBUILD OUR MILITARY. WE WILL STAND UP TO COMMUNIST CHINA. LADIES AND GENTLEMEN, WE WILL FINISH THE WALL. A HOUSE MAJORITY WILL MAKE DONALD TRUMP'S SECOND TERM EVEN MORE SUCCESSFUL THAN HIS FIRST. LET ME HEAR FROM YOU — WHO CAN WE COUNT ON? WHO CAN WE COUNT ON TO RETURN US TO UNPRECEDENTED AMERICAN PROSPERITY? WHO CAN WE COUNT ON TO STAND UP TO OUR ENEMIES? WHO CAN WE COUNT ON FOR A SECURE BORDER AND SAFER NEIGHBORHOODS? ABSOLUTELY RIGHT — WE CAN COUNT ON PRESIDENT DONALD TRUMP. SO LET'S WORK TOGETHER. LET'S ELECT DONALD TRUMP. LET'S GROW OUR HOUSE REPUBLICAN MAJORITY. TOGETHER, WE CAN MAKE IT HAPPEN. THANK YOU. GOD BLESS YOU. GOD BLESS DONALD TRUMP. AND GOD BLESS AMERICA.",603,CSPAN,https://www.c-span.org/program/campaign-2024/republican-national-convention-day-4/644520
Diane Hendricks,Republican,2024,4,00:37:56,"GOOD EVENING. MY NAME IS DIANE HENDRICKS. I AM LIVING PROOF THAT THE AMERICAN DREAM IS POSSIBLE WITH HARD WORK AND DETERMINATION. I GREW UP ON A DAIRY FARM IN WISCONSIN. I WAS ONE OF NINE GIRLS, NO BOYS. I DREAMED OF MOVING TO THE CITY AND WEARING A BLUE SUIT BUT AT THE AGE OF 17, I BECAME PREGNANT. THAT WAS NOT PART OF MY PLAN BUT I TRULY BELIEVE THAT EVERY LIFE IS A SACRED GIFT FROM GOD. AND I GIVE THANKS EVERY DAY FOR MY SON. AS A SINGLE MOM, I WORKED TWO JOBS TO PAY THE BILLS. I FOUND MY PASSION IN THE FIELD OF REAL ESTATE WHICH IS STILL MY PASSION. WHEN I MET MY HUSBAND, HE WAS A ROOFING CONTRACTOR AND TO GATHER, WE SAW AN OPPORTUNITY AND A NEED TO DEVELOP A DISTRIBUTION CHAIN. WE RISKED EVERYTHING WE HAD TO START TO THAT COMPANY. ABC SUPPLY EMPLOYS OVER 22,000 AMERICANS. WE ARE THE LARGEST ROOFING DISTRIBUTOR IN THE COUNTRY. WHAT IS EVEN MORE IMPORTANT IS WE ARE CREATING THESE JOBS RIGHT HERE IN THE UNITED STATES OF AMERICA. I LOST MY HUSBAND 16 YEARS AGO. IT WAS THE TOUGHEST TIME IN MY LIFE. THANK GOD I HAD OUR SEVEN CHILDREN TO BE MY SUPPORT. I HAD TO DECIDE WHETHER TO FIGHT OR FOLD AND I CHOSE TO FIGHT. SINCE THEN, I HAVE QUADRUPLE THE SIZE OF OUR COMPANY AND TO MY SURPRISE, I WAS RECENTLY RECOGNIZED AS THE MOST SUCCESSFUL SELF-MADE WOMAN IN AMERICAN HISTORY. SO TO ALL OF YOU ASPIRING ENTREPRENEURS OUT THERE, IF I CAN MAKE IT, YOU CAN MAKE IT TOO. MY SUCCESS STORY AS A TEENAGE MOM WITHOUT A COLLEGE DEGREE WAS ONLY ALSO BULL BECAUSE I WAS SO BLESSED TO BE -- ONLY POSSIBLE BECAUSE I WAS BLESSED TO BE BORN IN THE UNITED STATES OF AMERICA. TODAY, THE AMERICAN DREAM IS UNDER THREAT. SINCE JOE BIDEN AND KAMALA HARRIS TOOK OVER THE OFFICES, PRICES HAVE RISEN OVER 20 SENT. ASPIRING ENTREPRENEURS CANNOT AFFORD TO TAKE OUT A LOAN AT SEVEN, 10, 15% INTEREST. REGULATIONS HAVE SURGED AND THE ADMINISTRATION HAS PROPOSED 7 TRILLION IN TAX INCREASES. I KNOW HOW HARD IT IS TO OLD A COMPANY FROM -- TO BUILD A COMPANY FROM NOTHING. WE NEED A PRESIDENT WHO UNDERSTANDS THAT TOO. WE NEED A BUILDER BACK IN THE WHITE HOUSE. SOMEONE WHO WILL CUT THE JOB KILLING REGULATIONS, LOWER TAXES ON WORKING FAMILIES AND GIVE THE POWER BACK TO THE AMERICAN PEOPLE. IN LIFE, IT IS EASY TO QUIT. IT IS VERY HARD TO WIN. PRESIDENT TRUMP IS NOT A QUITTER. HE IS A FIGHTER AND I AM CONFIDENT IF WE DO ALL OF OUR PART, WE CAN AND WE WILL WIN RIGHT HERE IN WISCONSIN AND HE WILL WIN FOR AMERICA OVER THE NEXT FOUR YEARS. THANK YOU. GOD BLESS YOU. GOD BLESS AMERICA.",479,CSPAN,https://www.c-span.org/program/campaign-2024/republican-national-convention-day-4/644520
Diane Evans,Republican,2024,4,00:42:52,"HELLO, MILWAUKEE. MY NAME IS DIANE EVANS. I'M A VOLUNTEER WITH MORE THAN 8000 HOURS WORKING FOR THE -- MORE THAN A THOUSAND HOURS WORKING FOR THE TRUMP CAMPAIGN. IF YOU TOLD ME I WOULD BE HERE FIVE YEARS AGO, I WOULD HAVE SAID YOU ARE CRAZY BUT HERE I AM. I AM VERY EXCITED TO REELECT DONALD TRUMP AS PRESIDENT OF THE UNITED STATES THIS NOVEMBER. I HAVE NEVER SPOKEN AT A CONVENTION BEFORE. I HAVE NEVER USED A TELEPROMPTER BEFORE BUT I FIGURE IF JOE BIDEN CAN, I CAN MANAGE ALL RIGHT. I AM PRETTY NEW TO POLITICS. I VOTED MY WHOLE LIFE BUT I HAVE NEVER GOTTEN INVOLVED AS A VOLUNTEER. I WAS BUSY RAISING MY FAMILY, SPENDING TIME WITH MY HUSBAND, STARTING A SMALL IS IN HIS AND WALKING THE DOG. MOMS ARE BUSY PEOPLE. WHEN IT CAME TO POLITICS, I ALWAYS FIGURED LET EVERYBODY ELSE TAKE CARE OF IT, BUT THEN THE 2020 ELECTION HAPPENED. AFTER THAT, YOU BETTER BELIEVE I GOT INVOLVED. I JOINED MY LOCAL REPUBLICAN EXECUTIVE COMMITTEE AND WHEN TRUMP HEADQUARTERS ASKED FOR A VOLUNTEER TO HELP WITH OFFICE STAFF, I STARTED SHOWING UP WHENEVER THEY NEEDED ME OR IF THEY DID NOT NEED ME, I SHOWED UP ANYWAY. I SHOWED UP ONCE A WEEK AND DID LITTLE THINGS LIKE REFILLING COFFEE CREAMER'S ANYTHING THAT THEY NEEDED, EVEN TAKING OUT THE GARBAGE. NOW I AM HELPING THEM TAKE OUT THE GARBAGE AT 1600 PENNSYLVANIA AVENUE. AS LONG AS I CAN REMEMBER, THESE POLITICIANS HAVE SAID WHAT THEY THINK WE WANT TO HEAR. THEN THEY DO JUST WHAT THE HELL THEY WANT. JOE BIDEN HAS BEEN THE WORST DEFENDER FOR THE LAST 50 YEARS. PRESIDENT BIDEN PRESIDENT TRUMP IS DIFFERENT. I KNEW HE WOULD GET THINGS DONE FOR THE AMERICAN PEOPLE AND HE DID. HE IS NOT PART OF THE SWAMP. HE IS GOING TO DRAIN THIS HE IS GOING TO DRAIN THE SWAMP. THE DEMOCRATS ARE GOING TO DO EVERYTHING IN THEIR POWER TO STOP HIM. WE CANNOT REST FOR A MINUTE. IF YOU ARE NOT SURE HOW TO GET INVOLVED, REACH OUT TO YOUR LOCAL REPUBLICAN PARTY. MOST IMPORTANT, GET OUT AND VOTE REPUBLICAN ON NOVEMBER 5. TELL 20 PEOPLE TO TELL 20 PEOPLE TO VOTE. THAT IS HOW WE CAN GET OUR LANDSLIDE AND THEY CANNOT SHEET FOR REAGAN -- CANNOT CHEAT OR RIG THEIR WAY OUT OF A SLIGHT. I KNOW TOGETHER WE CAN WIN. WE CAN ALL TAKE OUT THE GARBAGE IN WASHINGTON, D.C. AND WE CAN MAKE AMERICA GREAT AGAIN. GOD BLESS PRESIDENT TRUMP. DOUGLAS TEAM -- GOD BLESS TEAM TRUMP. THANK YOU SO MUCH. I WILL SEE YOU ALL OUT WITH I WILL SEE YOU ALL OUT THERE.",452,CSPAN,https://www.c-span.org/program/campaign-2024/republican-national-convention-day-4/644520
